"game_id","nickname","score","rating"
11601,"Meith",NA,"1886"
11602,"BetterBot",404,"1858"
11602,"Kairos",395,"1792"
11603,"BetterBot",NA,"1700"
11603,"Torquayfan2303",NA,"1685"
11604,"BetterBot",NA,"1803"
11604,"Eloquent",NA,"1775"
11605,"BetterBot",401,"1863"
11605,"Eloquent",376,"1775"
11606,"BetterBot",NA,"1840"
11606,"JoelTeh",NA,"1543"
11607,"BetterBot",344,"1875"
11607,"Eloquent",478,"1775"
11608,"BetterBot",342,"1696"
11608,"Kabashibi",391,"1690"
11609,"BetterBot",429,"1790"
11609,"Kabashibi",311,"1651"
11610,"BetterBot",342,"1703"
11610,"Zappa123",308,"1238"
11611,"BetterBot",537,"1787"
11611,"BLUE",267,"1517"
11612,"Archana_Padumadasa",NA,"1755"
11612,"BetterBot",NA,"1819"
11613,"BetterBot",339,"1919"
11613,"Eloquent",441,"1775"
11614,"BetterBot",378,"1852"
11614,"Kairos",370,"1786"
11615,"BetterBot",379,"1698"
11615,"bobcubed",377,"1301?"
11616,"BetterBot",388,"1872"
11616,"davidavid",372,"1749"
11617,"BetterBot",NA,"1849"
11617,"Eloquent",NA,"1775"
11618,"BetterBot",420,"1819"
11618,"Mohd.Irfan",421,"1580"
11619,"BetterBot",367,"1806"
11619,"Super",392,"1843"
11620,"BetterBot",NA,"1788"
11620,"Mandip",NA,"1321?"
11621,"BetterBot",NA,"1705"
11621,"Churrrro",NA,"1714"
11622,"BetterBot",NA,"1829"
11622,"Eloquent",NA,"1775"
11623,"BetterBot",NA,"1872"
11623,"Emeryz",NA,"1760"
11624,"Baphead",408,"1770"
11624,"BetterBot",359,"1845"
11625,"BetterBot",431,"1837"
11625,"Lola",349,"1803"
11626,"BetterBot",NA,"1764"
11626,"Eloquent",NA,"1775"
11627,"BetterBot",356,"1892"
11627,"marvin",481,"1712"
11628,"BetterBot",NA,"1588"
11628,"dathanl",NA,"1776"
11629,"BetterBot",NA,"1823"
11629,"dezinga",NA,"1930"
11630,"BetterBot",420,"1874"
11630,"Maulanapa",288,"1695"
11631,"BetterBot",389,"1685"
11631,"Churrrro",390,"1764"
11632,"BetterBot",445,"1694"
11632,"rcg",347,"1701"
11633,"BetterBot",476,"1659"
11633,"deathstar",241,"1599"
11634,"BetterBot",355,"1888"
11634,"Xerxes",296,"1723"
11635,"BetterBot",377,"1714"
11635,"Churrrro",383,"1753"
11636,"BetterBot",435,"1830"
11636,"Kenh",253,"1624"
11637,"BetterBot",NA,"1555"
11637,"riverquean",NA,"1781"
11638,"BetterBot",385,"1624"
11638,"lindawolk",273,"1484"
11639,"BetterBot",328,"1838"
11639,"Nakugoba",456,"1624"
11640,"BetterBot",439,"1689"
11640,"raghuramjs",332,"1801"
11641,"BetterBot",433,"1912"
11641,"Macktox",162,"1642?"
11642,"BetterBot",347,"1785"
11642,"joelnathanael",208,"1746"
11643,"BetterBot",364,"1812"
11643,"CornyG",308,"1725"
11644,"BetterBot",384,"1852"
11644,"Super",419,"1933"
11645,"BetterBot",337,"1845"
11645,"davidavid",396,"1756"
11646,"BetterBot",NA,"1849"
11646,"NatthanonL",NA,"1867"
11647,"BetterBot",364,"1773"
11647,"nitramenal",298,"1766"
11648,"BetterBot",NA,"1816"
11648,"CornyG",NA,"1692"
11649,"BetterBot",NA,"1681"
11649,"TheGidfather",NA,"1426"
11650,"BetterBot",420,"1842"
11650,"Emeryz",326,"1713"
11651,"BetterBot",269,"1828"
11651,"jawedshamims",525,"1862"
11652,"BetterBot",473,"1837"
11652,"heyitsOlive",349,"1501?"
11653,"BetterBot",302,"1791"
11653,"dezinga",392,"1914"
11654,"BetterBot",NA,"1824"
11654,"Sze",NA,"1743"
11655,"BetterBot",321,"1619"
11655,"Unwoogler",404,NA
11656,"BetterBot",329,"1828"
11656,"Hailey",439,"1853"
11657,"BetterBot",401,"1777"
11657,"dezinga",400,"1924"
11658,"BetterBot",499,"1785"
11658,"davidavid",283,"1707"
11659,"BetterBot",430,"1701"
11659,"PureleyX",350,"1732"
11660,"BetterBot",384,"1696"
11660,"rcg",253,"1713"
11661,"BetterBot",331,"1837"
11661,"NatthanonL",348,"1868"
11662,"Anita",NA,"1578"
11662,"BetterBot",NA,"1688"
11663,"BetterBot",362,"1829"
11663,"yss",346,"1765"
11664,"BetterBot",341,"1826"
11664,"Eloquent",562,"1775"
11665,"BetterBot",499,"1811"
11665,"JoelTeh",286,"1543"
11666,"BetterBot",499,"1667"
11666,"Churrrro",312,"1764"
11667,"BetterBot",NA,"1790"
11667,"dezinga",NA,"1888"
11668,"BetterBot",478,"1732"
11668,"Super",353,"1786"
11669,"BetterBot",442,"1866"
11669,"roxanne",280,"1576?"
11670,"BetterBot",394,"1860"
11670,"PrimordialOne",417,"1670"
11671,"BetterBot",506,"1596"
11671,"EMC",258,"1482"
11672,"aster",NA,"1431?"
11672,"BetterBot",NA,"1860"
11673,"BetterBot",NA,"1638"
11673,"Jammiwam",NA,"1527"
11674,"BetterBot",394,"1793"
11674,"Vidyam",294,"1499?"
11675,"BetterBot",436,"1845"
11675,"dezinga",354,"1910"
11676,"Anita",NA,"1525"
11676,"BetterBot",NA,"1703"
11677,"BetterBot",NA,"1838"
11677,"marvin",NA,"1764"
11678,"BetterBot",347,"1672"
11678,"Churrrro",527,"1652"
11679,"BetterBot",379,"1850"
11679,"Pollywog",471,"1896"
11680,"BetterBot",309,"1898"
11680,"Eloquent",490,"1775"
11681,"BetterBot",NA,"1691"
11681,"Pogonip",NA,"1543"
11682,"BetterBot",469,"1786"
11682,"Hailey",344,"1931"
11683,"BetterBot",441,"1649"
11683,"jocelot",350,"1435"
11684,"BetterBot",413,"1642"
11684,"DitmasPark",401,"1577?"
11685,"BetterBot",330,"1853"
11685,"Torquayfan2303",426,"1847"
11686,"BetterBot",367,"1728"
11686,"james",472,"1975"
11687,"BetterBot",420,"1817"
11687,"blitztkr",343,"1963"
11688,"BetterBot",426,"1670"
11688,"vince",301,"1660"
11689,"Alex1959",437,"1623"
11689,"BetterBot",285,"1894"
11690,"BetterBot",405,"1714"
11690,"Churrrro",391,"1753"
11691,"BetterBot",289,"1626"
11691,"DitmasPark",460,"1577?"
11692,"BetterBot",392,"1618"
11692,"GPeters",310,"1567"
11693,"BetterBot",386,"1680"
11693,"Churrrro",357,"1764"
11694,"BetterBot",333,"1856"
11694,"franvi",163,"1722"
11695,"AASM16",364,"1825"
11695,"BetterBot",315,"1798"
11696,"Archana_Padumadasa",358,"1718"
11696,"BetterBot",408,"1777"
11697,"BetterBot",314,"1812"
11697,"Maulanapa",344,"1705"
11698,"BetterBot",NA,"1703"
11698,"rcg",NA,"1713"
11699,"BetterBot",346,"1646"
11699,"freebritney",419,"1707"
11700,"BetterBot",287,"1829"
11700,"YuRou",506,"1760"
11701,"BetterBot",NA,"1633"
11701,"scaredy",NA,"1611"
11702,"BetterBot",NA,"1844"
11702,"lindawolk",NA,"1500?"
11703,"BetterBot",NA,"1882"
11703,"Eloquent",NA,"1775"
11704,"BetterBot",335,"1886"
11704,"Kairos",401,"2005"
11705,"BetterBot",NA,"1811"
11705,"shaunthesheep",NA,"1815"
11706,"BetterBot",392,"1833"
11706,"Crystal08",249,"1821"
11707,"BetterBot",NA,"1638"
11707,"Lydker",NA,"1681"
11708,"BetterBot",NA,"1809"
11708,"heyitsOlive",NA,"1628"
11709,"BetterBot",NA,"1634"
11709,"EMC",NA,"1539"
11710,"BetterBot",336,"1649"
11710,"LeChamp21",242,"1431"
11711,"BetterBot",NA,"1889"
11711,"Super",NA,"1867"
11712,"BetterBot",272,"1731"
11712,"Churrrro",450,"1673"
11713,"BetterBot",430,"1838"
11713,"KoalaJ",453,"2047"
11714,"BetterBot",380,"1823"
11714,"TheBlocker",493,"2069"
11715,"BetterBot",378,"1850"
11715,"dezinga",469,"1902"
11716,"Anita",335,"1575"
11716,"BetterBot",403,"1656"
11717,"BetterBot",NA,"1829"
11717,"sleepy_penguin",NA,"1783"
11718,"BetterBot",415,"1697"
11718,"Spidervillain",358,"1798"
11719,"BetterBot",363,"1891"
11719,"Brianm",464,"1847"
11720,"BetterBot",413,"1694"
11720,"Torquayfan2303",327,"1713"
11721,"BetterBot",512,"1939"
11721,"Eloquent",453,"1775"
11722,"BetterBot",231,"1680"
11722,"rcg",182,"1684"
11723,"BetterBot",408,"1758"
11723,"caleb256",252,"1657?"
11724,"BetterBot",386,"1794"
11724,"Crystal08",301,"1681"
11725,"BetterBot",285,"1827"
11725,"MimiH",400,"1836"
11726,"BetterBot",NA,"1724"
11726,"Worst",NA,"2148?"
11727,"BetterBot",456,"1889"
11727,"Crookshanks",241,"1841"
11728,"BetterBot",NA,"1621"
11728,"GPeters",NA,"1512"
11729,"BetterBot",353,"1591"
11729,"deathstar",404,"1610"
11730,"BetterBot",274,"1714"
11730,"rcg",482,"1684"
11731,"BetterBot",NA,"1860"
11731,"englishcarnivalsbh",NA,"1585"
11732,"BetterBot",311,"1874"
11732,"Eloquent",400,"1775"
11733,"BetterBot",610,"1844"
11733,"davidavid",266,"1707"
11734,"BetterBot",344,"1824"
11734,"dezinga",418,"1926"
11735,"BetterBot",365,"1669"
11735,"mizhubbard",353,"1588"
11736,"BetterBot",304,"1647"
11736,"burtmunch",307,"1469"
11737,"BetterBot",388,"1831"
11737,"Eloquent",407,"1775"
11738,"BetterBot",333,"1815"
11738,"marvin",464,"1781"
11739,"BetterBot",354,"1859"
11739,"MimiH",370,"1844"
11740,"BetterBot",261,"1850"
11740,"Emeryz",398,"1772"
11741,"BetterBot",NA,"1668"
11741,"lindawolk",NA,"1439"
11742,"BetterBot",567,"1826"
11742,"Pramit_06",180,"1583"
11743,"BetterBot",454,"1820"
11743,"blitztkr",383,"1971"
11744,"BetterBot",323,"1834"
11744,"NatthanonL",357,"1883"
11745,"BetterBot",NA,"1715"
11745,"PrimordialOne",NA,"1608"
11746,"BetterBot",357,"2000"
11746,"CornyG",396,"1774"
11747,"BetterBot",NA,"1844"
11747,"tramper",NA,"2091"
11748,"BetterBot",394,"1781"
11748,"Crookshanks",304,"1787"
11749,"BetterBot",NA,"1840"
11749,"marvin",NA,"1761"
11750,"BetterBot",408,"1841"
11750,"PVMG",467,"1798"
11751,"BetterBot",NA,"1871"
11751,"marvin",NA,"1772"
11752,"BetterBot",NA,"1641"
11752,"Churrrro",NA,"1732"
11753,"BetterBot",379,"1856"
11753,"Eloquent",436,"1775"
11754,"BetterBot",390,"1695"
11754,"Torquayfan2303",367,"1678"
11755,"BetterBot",386,"1966"
11755,"Eloquent",369,"1775"
11756,"BetterBot",NA,"1623"
11756,"Cruzan",NA,"1595"
11757,"BetterBot",347,"1939"
11757,"domer8t8",254,"1592"
11758,"ballarat",348,"1492"
11758,"BetterBot",415,"1627"
11759,"BethMix",321,"1506"
11759,"BetterBot",425,"1679"
11760,"BetterBot",358,"1841"
11760,"franvi",489,"1406?"
11761,"BetterBot",519,"1862"
11761,"Xerxes",296,"1686"
11762,"BetterBot",NA,"1793"
11762,"Eloquent",NA,"1775"
11763,"BetterBot",466,"1810"
11763,"IlmanHaziq",487,"1736"
11764,"BetterBot",365,"1644"
11764,"QueenE",447,"1608"
11765,"BetterBot",456,"1627"
11765,"EMC",284,"1551"
11766,"BetterBot",353,"1619"
11766,"EMC",366,"1491"
11767,"BetterBot",386,"1657"
11767,"mcqueen",386,"1479"
11768,"BetterBot",465,"1698"
11768,"GPeters",307,"1541"
11769,"BetterBot",NA,"1685"
11769,"rcg",NA,"1701"
11770,"BetterBot",NA,"1673"
11770,"Churrrro",NA,"1652"
11771,"BetterBot",NA,"1706"
11771,"bobcubed",NA,"1273"
11772,"BetterBot",322,"1689"
11772,"vince",408,"1679"
11773,"BetterBot",386,"1703"
11773,"Churrrro",355,"1718"
11774,"BetterBot",435,"1815"
11774,"Xerxes",304,"1648"
11775,"BetterBot",343,"1614"
11775,"freebritney",390,"1736"
11776,"BetterBot",287,"1714"
11776,"Churrrro",406,"1753"
11777,"BetterBot",NA,"1839"
11777,"FIZARINAOSMAN",NA,"1390"
11778,"BetterBot",326,"1899"
11778,"marvin",383,"1744"
11779,"BetterBot",384,"1576"
11779,"deathstar",273,"1613"
11780,"BetterBot",398,"1826"
11780,"NatthanonL",407,"2000"
11781,"BetterBot",371,"1657"
11781,"deathstar",410,"1651"
11782,"BetterBot",NA,"1643"
11782,"EMC",NA,"1505"
11783,"BetterBot",425,"1601"
11783,"PureleyX",329,"1732"
11784,"BetterBot",NA,"1766"
11784,"Pasindu26",NA,"1705"
11785,"BetterBot",338,"1633"
11785,"gopostal24",400,"1540"
11786,"BetterBot",365,"1598"
11786,"GPeters",324,"1510"
11787,"BetterBot",469,"1659"
11787,"TheGidfather",317,"1494"
11788,"BetterBot",448,"1645"
11788,"cccc",301,"1587"
11789,"BetterBot",338,"1612"
11789,"freebritney",328,"1730"
11790,"BetterBot",326,"1884"
11790,"Thuban",328,"1600"
11791,"BetterBot",302,"1694"
11791,"rcg",347,"1701"
11792,"BetterBot",NA,"1714"
11792,"rcg",NA,"1684"
11793,"Alex1959",273,"1699"
11793,"BetterBot",394,"1873"
11794,"BetterBot",361,"1798"
11794,"Eloquent",399,"1775"
11795,"BetterBot",318,"1864"
11795,"Super",400,"1687"
11796,"BetterBot",388,"1715"
11796,"rcg",262,"1713"
11797,"BetterBot",NA,"1636"
11797,"EMC",NA,"1517"
11798,"BetterBot",308,"1688"
11798,"deathstar",495,"1647"
11799,"BetterBot",341,"1856"
11799,"marvin",360,"1748"
11800,"BetterBot",436,"1614"
11800,"freebritney",372,"1710"
11801,"BetterBot",NA,"1825"
11801,"dezinga",NA,"1931"
11802,"BetterBot",324,"1876"
11802,"H11Shark",349,"1884"
11803,"aster",357,"1525?"
11803,"BetterBot",311,"1819"
11804,"BetterBot",352,"1882"
11804,"Eloquent",366,"1775"
11805,"BetterBot",328,"1643"
11805,"condorave",336,"1756"
11806,"BetterBot",455,"1623"
11806,"bobcubed",291,"1273"
11807,"BetterBot",394,"1707"
11807,"Churrrro",265,"1652"
11808,"BetterBot",NA,"1714"
11808,"rcg",NA,"1684"
11809,"BetterBot",NA,"1828"
11809,"MimiH",NA,"1801"
11810,"BetterBot",NA,"1814"
11810,"drix74",NA,"1315?"
11811,"BetterBot",430,"1877"
11811,"Xerxes",306,"1761"
11812,"BetterBot",NA,"1683"
11812,"freebritney",NA,"1702"
11813,"BetterBot",NA,"1833"
11813,"Super",NA,"1806"
11814,"BetterBot",306,"1771"
11814,"Eloquent",378,"1775"
11815,"BetterBot",358,"1848"
11815,"franvi",456,"1570"
11816,"BetterBot",NA,"1684"
11816,"EMC",NA,"1531"
11817,"BetterBot",422,"1795"
11817,"Eloquent",387,"1775"
11818,"BetterBot",NA,"1614"
11818,"jocelot",NA,"1514"
11819,"BetterBot",394,"1642"
11819,"YourDog",335,"1432?"
11820,"BetterBot",422,"1916"
11820,"Sze",384,"1783"
11821,"allenjames",NA,"1459"
11821,"BetterBot",NA,"1843"
11822,"BetterBot",354,"1625"
11822,"truthmane",424,"1739"
11823,"BetterBot",NA,"1605"
11823,"EMC",NA,"1509"
11824,"Akiff",446,"2077"
11824,"BetterBot",335,"1892"
11825,"BetterBot",349,"1863"
11825,"marvin",336,"1741"
11826,"BetterBot",NA,"1867"
11826,"ZeMing",NA,"1965"
11827,"BetterBot",NA,"1764"
11827,"Unwoogler",NA,NA
11828,"BetterBot",NA,"1684"
11828,"Churrrro",NA,"1773"
11829,"BetterBot",431,"1822"
11829,"davidavid",375,"1760"
11830,"BetterBot",456,"1702"
11830,"Churrrro",331,"1712"
11831,"BetterBot",NA,"1548"
11831,"mizhubbard",NA,"1592"
11832,"BetterBot",411,"1680"
11832,"Churrrro",374,"1764"
11833,"BetterBot",352,"1568"
11833,"jarrs",495,"1467"
11834,"BetterBot",NA,"1599"
11834,"mizhubbard",NA,"1547"
11835,"BetterBot",NA,"1667"
11835,"rcg",NA,"1684"
11836,"BetterBot",384,"1811"
11836,"Eloquent",380,"1775"
11837,"BetterBot",397,"1817"
11837,"IlmanHaziq",249,"1642"
11838,"BetterBot",NA,"1688"
11838,"deathstar",NA,"1635"
11839,"BetterBot",381,"1850"
11839,"Eloquent",375,"1775"
11840,"BetterBot",387,"1703"
11840,"rcg",389,"1713"
11841,"BetterBot",344,"1694"
11841,"Churrrro",385,"1749"
11842,"BetterBot",403,"1823"
11842,"rasnz",272,"1496"
11843,"AlexaKelvin",NA,"1597?"
11843,"BetterBot",NA,"1780"
11844,"BetterBot",NA,"1660"
11844,"pintis",NA,"1351"
11845,"BetterBot",NA,"1833"
11845,"Crookshanks",NA,"1772"
11846,"Archana_Padumadasa",386,"1759"
11846,"BetterBot",417,"1841"
11847,"BetterBot",301,"1866"
11847,"marvin",426,"1775"
11848,"BetterBot",351,"1829"
11848,"joelnathanael",199,"1678"
11849,"BetterBot",357,"1906"
11849,"Mimix",509,"1622"
11850,"BetterBot",373,"1835"
11850,"davidavid",324,"1759"
11851,"BetterBot",413,"1614"
11851,"wuffy",294,"1403"
11852,"aster",458,"1581?"
11852,"BetterBot",321,"1865"
11853,"BetterBot",NA,"1784"
11853,"Vitex",NA,"1899"
11854,"BetterBot",NA,"1770"
11854,"Emeryz",NA,"1707"
11855,"athgr",314,"1377?"
11855,"BetterBot",363,"1663"
11856,"BetterBot",412,"1788"
11856,"davidavid",301,"1699"
11857,"BetterBot",381,"1933"
11857,"mithumn",293,"1788"
11858,"BetterBot",NA,"1715"
11858,"Churrrro",NA,"1715"
11859,"BetterBot",NA,"1951"
11859,"joelnathanael",NA,"1684"
11860,"BetterBot",466,"1857"
11860,"ChokYanJia1118",164,"1488"
11861,"BetterBot",333,"1619"
11861,"DoubleJay",432,"1548"
11862,"BetterBot",358,"1824"
11862,"chocolate2021",380,"1639?"
11863,"BetterBot",NA,"1643"
11863,"EMC",NA,"1559"
11864,"BetterBot",399,"1866"
11864,"Meith",475,"1910"
11865,"BetterBot",NA,"1694"
11865,"Churrrro",NA,"1764"
11866,"BetterBot",363,"1872"
11866,"MimiH",346,"1803"
11867,"BetterBot",410,"1936"
11867,"Eloquent",410,"1775"
11868,"BetterBot",319,"1969"
11868,"Eloquent",462,"1775"
11869,"BetterBot",342,"1857"
11869,"Kabashibi",343,"1646"
11870,"BetterBot",NA,"1919"
11870,"Eloquent",NA,"1775"
11871,"BetterBot",396,"1866"
11871,"Kavindu",415,"1855"
11872,"BetterBot",417,"1905"
11872,"GM1109",386,"1794"
11873,"BetterBot",375,"1826"
11873,"tHeDUke",448,"1646"
11874,"BetterBot",509,"1820"
11874,"ChokYanJia1118",287,"1621"
11875,"BetterBot",504,"1831"
11875,"Eloquent",375,"1775"
11876,"AWFUL",NA,"1979"
11876,"BetterBot",NA,"1870"
11877,"Basonomia28",343,"1500?"
11877,"BetterBot",421,"1855"
11878,"BetterBot",472,"1850"
11878,"squonkwitch",292,"1310?"
11879,"BetterBot",345,"1641"
11879,"vince",161,"1678"
11880,"BetterBot",454,"1694"
11880,"rcg",364,"1701"
11881,"BetterBot",370,"1902"
11881,"Super",398,"1864"
11882,"BetterBot",310,"1854"
11882,"Cupofjoe",191,"1288?"
11883,"BetterBot",428,"1856"
11883,"franvi",364,"1687"
11884,"BetterBot",NA,"1858"
11884,"thyme",NA,"1500?"
11885,"BetterBot",373,"1736"
11885,"Torquayfan2303",398,"1676"
11886,"BetterBot",378,"1830"
11886,"CHONG_LOK_PHEN",369,"1660"
11887,"BetterBot",428,"1823"
11887,"ralphi",333,"2069"
11888,"BetterBot",341,"1631"
11888,"mizhubbard",454,"1633"
11889,"Anita",NA,"1542"
11889,"BetterBot",NA,"1616"
11890,"BetterBot",414,"1795"
11890,"santa2",214,"1726"
11891,"BetterBot",408,"1974"
11891,"Pollywog",436,"1861"
11892,"BetterBot",424,"1674"
11892,"deathstar",366,"1626"
11893,"BetterBot",427,"1835"
11893,"Eloquent",439,"1775"
11894,"BetterBot",NA,"1891"
11894,"squashy",NA,"1792"
11895,"BetterBot",288,"1885"
11895,"jodel",369,"1713"
11896,"BetterBot",392,"1656"
11896,"freebritney",423,"1670"
11897,"BetterBot",NA,"1866"
11897,"Eloquent",NA,"1775"
11898,"BetterBot",279,"1798"
11898,"earth",441,"1812"
11899,"BetterBot",361,"1878"
11899,"Eloquent",305,"1775"
11900,"BetterBot",NA,"1694"
11900,"Churrrro",NA,"1764"
11901,"BetterBot",339,"1887"
11901,"squashy",101,"1899"
11902,"BetterBot",299,"1867"
11902,"Eloquent",558,"1775"
11903,"BetterBot",426,"1808"
11903,"GPeters",333,"1627?"
11904,"BetterBot",NA,"1848"
11904,"cayden",NA,"1867"
11905,"BetterBot",NA,"1706"
11905,"rcg",NA,"1713"
11906,"BetterBot",373,"1866"
11906,"Eloquent",456,"1775"
11907,"BetterBot",NA,"1671"
11907,"lindawolk",NA,"1427"
11908,"BetterBot",NA,"1829"
11908,"JoelTeh",NA,"1543"
11909,"BetterBot",367,"1657"
11909,"gppa",369,"1669"
11910,"BetterBot",NA,"1599"
11910,"riverquean",NA,"1800"
11911,"BetterBot",NA,"1868"
11911,"Lola",NA,"1794"
11912,"BetterBot",NA,"1646"
11912,"freebritney",NA,"1678"
11913,"BetterBot",NA,"1694"
11913,"Churrrro",NA,"1764"
11914,"BetterBot",NA,"1642"
11914,"EMC",NA,"1536"
11915,"Anita",NA,"1614"
11915,"BetterBot",NA,"1630"
11916,"BetterBot",416,"1831"
11916,"Crookshanks",308,"1883"
11917,"Affan960",419,"2007"
11917,"BetterBot",408,"1813"
11918,"BetterBot",420,"1586"
11918,"EMC",487,"1492"
11919,"BetterBot",NA,"1685"
11919,"rcg",NA,"1713"
11920,"BetterBot",365,"1631"
11920,"riverquean",507,"1796"
11921,"BetterBot",461,"1831"
11921,"tHeDUke",357,"1673"
11922,"BetterBot",366,"1720"
11922,"Churrrro",385,"1683"
11923,"BetterBot",NA,"1611"
11923,"rcg",NA,"1713"
11924,"BetterBot",348,"1714"
11924,"rcg",364,"1684"
11925,"BetterBot",NA,"1825"
11925,"Kabashibi",NA,"1649"
11926,"BetterBot",442,"1749"
11926,"Emeryz",316,"1686"
11927,"BetterBot",326,"1698"
11927,"kyjo55555",150,"1573?"
11928,"BetterBot",346,"1639"
11928,"Churrrro",398,"1758"
11929,"BetterBot",302,"1884"
11929,"slothie",299,"1365"
11930,"BetterBot",548,"1881"
11930,"Lola",290,"1789"
11931,"BetterBot",379,"1680"
11931,"Churrrro",393,"1764"
11932,"BetterBot",321,"1795"
11932,"JunaidKardame",361,"1588"
11933,"BetterBot",357,"1823"
11933,"Eloquent",482,"1775"
11934,"BetterBot",NA,"1821"
11934,"CornyG",NA,"1806"
11935,"BetterBot",287,"1714"
11935,"rcg",208,"1684"
11936,"BetterBot",397,"1726"
11936,"browndav",377,"1600"
11937,"BetterBot",297,"1874"
11937,"DammikaWitharana",511,"1777"
11938,"BetterBot",437,"1685"
11938,"rcg",412,"1701"
11939,"BetterBot",NA,"1683"
11939,"Churrrro",NA,"1652"
11940,"BetterBot",410,"1802"
11940,"Emeryz",406,"1786"
11941,"BetterBot",NA,"1654"
11941,"GPeters",NA,"1518"
11942,"Alex1959",NA,"1639"
11942,"BetterBot",NA,"1802"
11943,"BetterBot",362,"1866"
11943,"CornyG",428,"1714"
11944,"BetterBot",367,"1705"
11944,"rcg",376,"1713"
11945,"BetterBot",NA,"1755"
11945,"Kabashibi",NA,"1602"
11946,"BetterBot",423,"1820"
11946,"Mohd.Irfan",395,"1609"
11947,"BetterBot",NA,"1818"
11947,"Eloquent",NA,"1775"
11948,"BetterBot",NA,"1900"
11948,"yiyang05",NA,"1776"
11949,"BetterBot",393,"1634"
11949,"EMC",401,"1534"
11950,"Akiff",409,"2068"
11950,"BetterBot",337,"1726"
11951,"BetterBot",253,"1685"
11951,"bobcubed",454,"1301?"
11952,"BetterBot",302,"1703"
11952,"Torquayfan2303",376,"1702"
11953,"BetterBot",NA,"1880"
11953,"Hardesi",NA,"1560"
11954,"BetterBot",340,"1796"
11954,"Eloquent",562,"1775"
11955,"BetterBot",NA,"1633"
11955,"Unwoogler",NA,NA
11956,"BetterBot",NA,"1830"
11956,"tramper",NA,"2002"
11957,"BetterBot",419,"1866"
11957,"PVMG",355,"1631"
11958,"BetterBot",347,"1611"
11958,"Jammiwam",325,"1536"
11959,"BetterBot",341,"1638"
11959,"WesS",297,"1463"
11960,"BetterBot",NA,"1835"
11960,"marvin",NA,"1757"
11961,"BetterBot",439,"1873"
11961,"Torquayfan2303",446,"1705"
11962,"BetterBot",574,"1842"
11962,"Pramit_06",91,"1665"
11963,"bensmum",332,"1699"
11963,"BetterBot",423,"1817"
11964,"BetterBot",334,"1793"
11964,"MEHAAN",353,"1969"
11965,"BetterBot",456,"1611"
11965,"Churrrro",302,"1652"
11966,"BetterBot",302,"1629"
11966,"vtr14AA",409,"1614"
11967,"BetterBot",363,"1870"
11967,"Meleandrea25",231,"1559"
11968,"BetterBot",331,"1636"
11968,"katrushka",426,"1559"
11969,"BeautifulWaste",437,"1828"
11969,"BetterBot",429,"1880"
11970,"BetterBot",341,"1780"
11970,"splayer",294,"1740?"
11971,"BetterBot",344,"1837"
11971,"Eloquent",474,"1775"
11972,"BetterBot",NA,"1703"
11972,"rcg",NA,"1713"
11973,"BetterBot",NA,"1794"
11973,"Kabashibi",NA,"1584"
11974,"BetterBot",NA,"1777"
11974,"Lola",NA,"1668"
11975,"BetterBot",445,"1856"
11975,"Xerxes",276,"1686"
11976,"BetterBot",333,"1831"
11976,"dezinga",414,"1954"
11977,"BetterBot",414,"1661"
11977,"freebritney",393,"1751"
11978,"BetterBot",NA,"1888"
11978,"EmerGe",NA,"1565"
11979,"BetterBot",403,"1895"
11979,"Super",438,"1797"
11980,"BetterBot",455,"1862"
11980,"marvin",232,"1780"
11981,"BetterBot",323,"1671"
11981,"deathstar",360,"1660"
11982,"Anita",NA,"1546"
11982,"BetterBot",NA,"1624"
11983,"BetterBot",428,"1873"
11983,"shaneabbas",486,"1895"
11984,"BetterBot",NA,"1866"
11984,"Haikal",NA,"1547"
11985,"BetterBot",NA,"1874"
11985,"CornyG",NA,"1755"
11986,"BetterBot",358,"1832"
11986,"Super",407,"1862"
11987,"BetterBot",425,"1818"
11987,"domer8t8",212,"1615"
11988,"BetterBot",NA,"1896"
11988,"Eloquent",NA,"1775"
11989,"BetterBot",431,"1694"
11989,"Churrrro",312,"1764"
11990,"BetterBot",NA,"1811"
11990,"Eloquent",NA,"1775"
11991,"BetterBot",338,"1688"
11991,"GPeters",345,"1502"
11992,"BetterBot",356,"1779"
11992,"MYJTehx",351,"1731"
11993,"BetterBot",356,"1791"
11993,"Super",337,"1799"
11994,"BetterBot",NA,"1850"
11994,"marvin",NA,"1792"
11995,"BetterBot",384,"1792"
11995,"franvi",351,"1732"
11996,"BetterBot",356,"1780"
11996,"NatthanonL",478,"2016"
11997,"BetterBot",NA,"1611"
11997,"rcg",NA,"1713"
11998,"BetterBot",306,"1615"
11998,"FredFlintstone",355,"1707"
11999,"BetterBot",355,"1876"
11999,"Gimhan04",420,"1620"
12000,"BetterBot",NA,"1835"
12000,"Eloquent",NA,"1775"
12001,"BetterBot",322,"1663"
12001,"vince",392,"1679"
12002,"BetterBot",NA,"1888"
12002,"Worst",NA,"1500?"
12003,"BetterBot",435,"1816"
12003,"CornyG",329,"1788"
12004,"BetterBot",389,"1847"
12004,"marvin",454,"1754"
12005,"BetterBot",NA,"1641"
12005,"freebritney",NA,"1758"
12006,"akyang",NA,"1394?"
12006,"BetterBot",NA,"1810"
12007,"BetterBot",378,"1715"
12007,"rcg",385,"1713"
12008,"BetterBot",388,"1826"
12008,"yongjianrong",394,"1961"
12009,"BetterBot",352,"1626"
